"ServiceNo","Direction","StopSequence","BusStopCode","Description","Latitude","Longitude"
"859T",1,25,"59073","Opp Yishun Stn",1.42868146490253,103.835469429997
"859T",1,26,"59009","Yishun Int",1.4284,103.8360975
"85A",1,1,"59009","Yishun Int",1.4284,103.8360975
"85A",1,2,"59069","Opp Blk 757",1.42657294826877,103.835369572595
"85A",1,3,"59059","Blk 608",1.42054602879781,103.834979423249
"85A",1,4,"59049","Opp Khatib Stn",1.41700998157675,103.833399840738
"85A",1,5,"59039","Yishun Sports Hall",1.41342871609658,103.83156300557
"85A",1,6,"59029","Aft Yishun Ave 1",1.40885843406387,103.829247691158
"85A",1,7,"59019","Aft Sg Seletar Bridge",1.403681,103.82751
"85A",1,8,"55289","LP 94",1.39844339285315,103.829039163676
"85A",1,11,"68059","Aft TPE",1.39978638898633,103.872435278032
"85A",1,12,"68049","Opp Jln Tari Lilin",1.39851660309414,103.872960456528
"85A",1,13,"68039","Aft Abundant Grace Ch",1.39652972197871,103.873113888995
"85A",1,14,"67571","Aft Lor Tanggam",1.39515796674426,103.873919248614
"85A",1,15,"67561","Opp Blk 432A",1.39545828505824,103.876976966836
"85A",1,16,"67551","Blk 471A",1.39600529337669,103.879272937679
"85A",1,17,"67541","Hockey Stadium",1.39478256874239,103.886332511905
"85A",1,18,"67381","Blk 326 CP",1.39459040201234,103.888442666911
"85A",1,19,"67391","Blk 333B",1.39425676218487,103.891444880283
"85A",1,20,"67441","Sengkang Community Hub",1.3923095386042,103.893466664742
"86",1,1,"67009","Sengkang Int",1.39178060381601,103.895884994361
"86",1,2,"67191","Blk 223D",1.38908889970693,103.897108812854
"86",1,3,"67171","Blk 225A",1.38731209583307,103.89897692182
"86",1,4,"67139","Nth Spring Pr Sch",1.38715714684677,103.904175771858
"86",1,5,"67229","Rumbia Stn Exit A",1.39105777803334,103.906143610992
"86",1,6,"67239","Opp Rivervale Pr Sch",1.3930503019817,103.903733415539
"86",1,7,"65061","Blk 298A",1.39490129020977,103.901859475913
"86",1,9,"68119","Aft Seletar Camp G",1.402186,103.872168
"86",1,10,"68059","Aft TPE",1.39978638898633,103.872435278032
"86",1,11,"68049","Opp Jln Tari Lilin",1.39851660309414,103.872960456528
"86",1,12,"68039","Aft Abundant Grace Ch",1.39652972197871,103.873113888995
"86",1,13,"68029","Blk 448A",1.39312162118162,103.872649551158
"86",1,14,"68019","Aft Jln Kayu",1.39106694073297,103.870606129626
"86",1,15,"67089","Bef Fernvale Lane",1.39029406445756,103.869160195296
"86",1,16,"67039","Aft Seletar Rd",1.38831000001759,103.868007500002
"86",1,17,"67029","Aft Dedap Rd",1.38906690681702,103.865177369479
"86",1,18,"67019","Aft Begonia Rd",1.38976371710347,103.862538111099
"86",1,19,"55109","Serenity Pk",1.39049447273752,103.859933480035
"86",1,20,"55089","Aft Sunrise Gdns",1.39129403706334,103.856303987343
"86",1,21,"55079","Aft Econ Medicare Ctr",1.391952,103.853366
"86",1,22,"55059","ST Electronics",1.3920822654425,103.849095180159
"86",1,23,"55049","Bef AMK St 64/Apple SG",1.39110547694961,103.846592811191
"86",1,24,"55039","NCS Hub",1.3891573228776,103.843831353246
"86",1,25,"55179","Opp Castle Green",1.385991667,103.8431694
"86",1,26,"55189","Yio Chu Kang Stn",1.382955556,103.844225
"86",1,27,"55209","Opp Blk 646",1.37863166702811,103.844684444013
"86",1,28,"54059","Bef Ang Mo Kio Lib",1.3762849891494,103.844982991859
"86",1,29,"54049","Courts Ang Mo Kio",1.373029,103.845336
"86",1,30,"54039","Bef Al-Muttaqin Mque",1.37091786093364,103.845636503646
"86",1,31,"54241","Blk 700B",1.36913518643274,103.846180058275
"86",1,32,"54009","Ang Mo Kio Int",1.36968769913339,103.848567161933
"86",2,1,"54009","Ang Mo Kio Int",1.36968769913339,103.848567161933
"86",2,2,"54247","Blk 322",1.36873836498602,103.847193061329
"86",2,3,"54031","Opp Al-Muttaqin Mque",1.37008641040706,103.845341117531
"86",2,4,"54041","Opp Courts Ang Mo Kio",1.373676,103.845043
"86",2,5,"54051","Bef Ang Mo Kio Ave 5",1.376558,103.844964
"86",2,6,"55201","Aft Blk 648",1.37859113966821,103.844377726812
"86",2,7,"55181","Opp Yio Chu Kang Stn",1.38143251435794,103.843892302769
"86",2,8,"55171","Castle Green",1.385783333,103.8429056
"86",2,9,"55031","Opp NCS Hub",1.38944774212221,103.843603311625
"86",2,10,"55041","Aft AMK St 64/Apple SG",1.39122406741106,103.846027995237
"86",2,11,"55051","Opp ST Electronics",1.3924,103.848962
"86",2,12,"55071","Bef Econ Medicare Ctr",1.39246274085167,103.852618282427
"86",2,13,"55081","Opp Sunrise Gdns",1.39177133420779,103.855973282797
"86",2,14,"55101","Opp Serenity Pk",1.3909401415525,103.859679184158
"86",2,15,"67011","Bef Begonia Rd",1.39009747909366,103.862632513482
"86",2,16,"67021","Opp Dedap Rd",1.389306388988,103.865486667031
"86",2,17,"67081","Aft Yio Chu Kang Rd",1.38990180700693,103.86883700264
"86",2,18,"68011","Bef Jln Kayu",1.3913169267408,103.870103069738
"86",2,19,"68021","Opp Blk 448A",1.39317909764213,103.872470960889
"86",2,20,"68031","Jln Kayu Shophouse",1.39705024252478,103.873072985307
"86",2,21,"68051","Bef TPE",1.39955011852479,103.872320652009
"86",2,22,"68111","Bef Seletar Camp G",1.40222194447692,103.871388055576
"86",2,24,"65069","Blk 190C",1.39504382175966,103.902368248585
"86",2,25,"67231","Rivervale Pr Sch",1.39322205615326,103.903956643471
"86",2,26,"67221","Rumbia Stn Exit B/Blk 153",1.39116246855705,103.906394452998
"86",2,27,"67131","Bakau Stn/Blk 122F",1.38767805568948,103.905273888929
"86",2,28,"67141","Blk 119D",1.38602111109914,103.903531944464
"86",2,29,"67179","Opp Blk 225A",1.38741393896265,103.897995739753
"86",2,30,"67199","Opp Blk 223D",1.3889487081629,103.896891651336
"86",2,31,"67009","Sengkang Int",1.39178060381601,103.895884994361
"860",1,1,"55509","Yio Chu Kang Int",1.38113241525166,103.845555881696
"860",1,2,"55209","Opp Blk 646",1.37863166702811,103.844684444013
"860",1,3,"54469","Opp Blk 649",1.3772016702489,103.843496837567
"860",1,4,"54459","Blk 151",1.37693336122245,103.841200984413
"860",1,5,"55111","Blk 180",1.37695556267127,103.83777368754
"860",1,6,"55121","Opp Blk 604",1.37943138901774,103.83519777803
"860",1,7,"56209","Bef Thomson Hills Dr",1.38031863295854,103.832403056453
"860",1,8,"56199","Aft Thomson Hills Dr",1.37892333298882,103.830036388999
"860",1,9,"56041","Opp Meadows @ Peirce",1.379094,103.827593
"860",1,10,"56051","Opp Tagore Rd",1.38249472962714,103.825763954743
"860",1,11,"56061","Aft Tagore Dr",1.385154,103.822865
"860",1,12,"56071","Bef Old Upp Thomson Rd",1.38717744383548,103.819648166468
"860",1,13,"56081","Bef SLE",1.391569,103.818216
"860",1,14,"56091","Springleaf Stn Exit 3",1.3962,103.818459
"860",1,15,"57011","Opp Springleaf Nature Pk",1.40015725353057,103.817172146688
"860",1,16,"57021","Forest Hills Condo",1.40414074099185,103.818342441983
"860",1,17,"57031","Nee Soon Driclad Ctr",1.40705411971506,103.820122563854
"860",1,18,"57041","Nee Soon HQ 22 SIB",1.41069268256433,103.821923120045
"860",1,19,"57051","Aft Sembawang Air Base",1.415206,103.8233905
"860",1,20,"57061","Dieppe Barracks",1.419905,103.8245465
"860",1,21,"57071","Opp Khatib Camp",1.424958,103.8255225
"860",1,22,"59551","Blk 722",1.42539008150192,103.828224665486
"860",1,23,"59541","Sree Maha Mariamman Tp",1.42363018656288,103.830180722339
"860",1,24,"59331","Blk 773",1.422973728077,103.832767167951
"860",1,25,"59059","Blk 608",1.42054602879781,103.834979423249
"860",1,26,"59421","Blk 624",1.41762836917061,103.835134125219
"860",1,27,"59431","Blk 630",1.417805,103.8376805
"860",1,28,"59711","Blk 672C",1.418198,103.8427135
"860",1,29,"59571","Opp Northbrooks Sec Sch",1.42072559126348,103.843733307106
"860",1,30,"59631","Opp Blk 445",1.42333778088573,103.843973890456
"860",1,31,"59411","Blk 356",1.42521425593657,103.845727073579
"860",1,32,"59401","Blk 358",1.42705456686774,103.846151343327
"860",1,33,"59391","Blk 342B",1.43021107363512,103.845231110937
"860",1,34,"59381","Blk 314",1.43181131616813,103.841960216203
"860",1,35,"59171","Blk 309",1.43226509746155,103.840196657863
"860",1,36,"59161","Opp Blk 201",1.43014843981169,103.837931594534
"860",1,37,"59009","Yishun Int",1.4284,103.8360975
"860",1,38,"59169","Bet Blks 201/202",1.4304570083984,103.837694167111
"860",1,39,"59179","Blk 241",1.43221439515231,103.839883316889
"860",1,40,"59389","Opp Blk 314",1.43202071867504,103.842082464423
"860",1,41,"59399","Opp Blk 367",1.43026750784845,103.845520628725
"860",1,42,"59409","Evangel Family Ch",1.42663883088373,103.846406166229
"860",1,43,"59419","Blk 413",1.42536,103.84607
"860",1,44,"59639","Bet Blks 445/449",1.42318166665872,103.844123888931
"860",1,45,"59579","Blk 456",1.420294,103.843953
"860",1,46,"59761","Blk 504C",1.41849608053432,103.843267403857
"860",1,47,"59719","Opp Blk 672C",1.41756544907262,103.842004972269
"860",1,48,"59439","Blk 858",1.417834,103.838374
"860",1,49,"59429","Blk 846",1.417434,103.835047
"860",1,50,"59051","Blk 790",1.41968270185637,103.834296744325
"860",1,51,"59339","Blk 776",1.42273567302859,103.833784111944
"860",1,52,"59549","Opp Sree Maha Mariamman Tp",1.42313912325939,103.830526057113
"860",1,53,"59559","Opp Blk 722",1.42511776424343,103.828213089091
"860",1,54,"57079","Khatib Camp",1.42443860227619,103.825667930618
"860",1,55,"57069","Opp Dieppe Barracks",1.4189659270404,103.824605513336
"860",1,56,"57059","Opp Sembawang Air Base",1.41472777811863,103.823565497444
"860",1,57,"57049","Opp Nee Soon HQ 22 SIB",1.41082027802703,103.822335277988
"860",1,58,"57039","SPIRITUAL GRACE PRESBY CH",1.40611750000192,103.819987222019
"860",1,59,"57029","Aft The Springside",1.40396290628178,103.818622613435
"860",1,60,"57019","Springleaf Nature Pk",1.40056260892652,103.817344658818
"860",1,61,"56099","Springleaf Stn Exit 2",1.39606817759915,103.818829921849
"860",1,62,"56089","Aft SLE",1.39205091187219,103.818611074367
"860",1,63,"56079","Aft Old Upp Thomson Rd",1.38756640996273,103.819597912999
"860",1,64,"56069","Bef Tagore Dr",1.38530499508514,103.823208798655
"860",1,65,"56059","Bef Tagore Rd",1.38268805765919,103.826045473551
"860",1,66,"56049","Meadows @ Peirce",1.37945638898658,103.827688332988
"860",1,67,"56191","Teachers' Housing Est",1.37879833302094,103.829440833024
"860",1,68,"56201","Aft Munshi Abdullah Ave",1.38059381566563,103.83224759401
"860",1,69,"55129","Blk 604",1.37955302001994,103.835499387542
"860",1,70,"55119","Blk 617",1.37728530731209,103.837847063111
"860",1,71,"54451","Blk 643",1.37723501808517,103.840596452064
"860",1,72,"54461","Blk 649",1.37747997146347,103.843399387771
"860",1,73,"55201","Aft Blk 648",1.37859113966821,103.844377726812
"860",1,74,"55509","Yio Chu Kang Int",1.38113241525166,103.845555881696
"860T",1,1,"55509","Yio Chu Kang Int",1.38113241525166,103.845555881696
"860T",1,2,"55209","Opp Blk 646",1.37863166702811,103.844684444013
"860T",1,3,"54469","Opp Blk 649",1.3772016702489,103.843496837567
"860T",1,4,"54459","Blk 151",1.37693336122245,103.841200984413
"860T",1,5,"55111","Blk 180",1.37695556267127,103.83777368754
"860T",1,6,"55121","Opp Blk 604",1.37943138901774,103.83519777803
"860T",1,7,"56209","Bef Thomson Hills Dr",1.38031863295854,103.832403056453
"860T",1,8,"56199","Aft Thomson Hills Dr",1.37892333298882,103.830036388999
"860T",1,9,"56041","Opp Meadows @ Peirce",1.379094,103.827593
"860T",1,10,"56051","Opp Tagore Rd",1.38249472962714,103.825763954743
"860T",1,11,"56061","Aft Tagore Dr",1.385154,103.822865
"860T",1,12,"56071","Bef Old Upp Thomson Rd",1.38717744383548,103.819648166468
"860T",1,13,"56081","Bef SLE",1.391569,103.818216
"860T",1,14,"56091","Springleaf Stn Exit 3",1.3962,103.818459
"860T",1,15,"57011","Opp Springleaf Nature Pk",1.40015725353057,103.817172146688
"860T",1,16,"57021","Forest Hills Condo",1.40414074099185,103.818342441983
"860T",1,17,"57031","Nee Soon Driclad Ctr",1.40705411971506,103.820122563854
"860T",1,18,"57041","Nee Soon HQ 22 SIB",1.41069268256433,103.821923120045
"860T",1,19,"57051","Aft Sembawang Air Base",1.415206,103.8233905
"860T",1,20,"57061","Dieppe Barracks",1.419905,103.8245465
"860T",1,21,"57071","Opp Khatib Camp",1.424958,103.8255225
"860T",1,22,"59551","Blk 722",1.42539008150192,103.828224665486
"860T",1,23,"59541","Sree Maha Mariamman Tp",1.42363018656288,103.830180722339
"860T",1,24,"59331","Blk 773",1.422973728077,103.832767167951
"860T",1,25,"59059","Blk 608",1.42054602879781,103.834979423249
"860T",1,26,"59421","Blk 624",1.41762836917061,103.835134125219
"860T",1,27,"59431","Blk 630",1.417805,103.8376805
"860T",1,28,"59711","Blk 672C",1.418198,103.8427135
"860T",1,29,"59571","Opp Northbrooks Sec Sch",1.42072559126348,103.843733307106
"860T",1,30,"59631","Opp Blk 445",1.42333778088573,103.843973890456
"860T",1,31,"59411","Blk 356",1.42521425593657,103.845727073579
"860T",1,32,"59401","Blk 358",1.42705456686774,103.846151343327
"860T",1,33,"59391","Blk 342B",1.43021107363512,103.845231110937
"860T",1,34,"59381","Blk 314",1.43181131616813,103.841960216203
"860T",1,35,"59171","Blk 309",1.43226509746155,103.840196657863
"860T",1,36,"59161","Opp Blk 201",1.43014843981169,103.837931594534
"860T",1,37,"59009","Yishun Int",1.4284,103.8360975
"868E",1,1,"43581","Blk 347",1.36251939522797,103.751383844296
"868E",1,2,"43641","Opp HomeTeamNS",1.36530401539571,103.750264479961
"868E",1,3,"43831","Blk 334",1.36512501870188,103.747886101028
"868E",1,4,"43491","Blk 331",1.36395398644152,103.747147998102
"868E",1,5,"43481","Blk 315",1.35992912103835,103.746379051427
"868E",1,6,"43471","Blk 306",1.35796999999619,103.747306943995
"868E",1,7,"43401","Bt Batok Polyclinic",1.35226498779767,103.746816373167
"868E",1,8,"43321","Opp Blk 144",1.34990599565613,103.745108842871
"868E",1,9,"43371","Blk 109",1.34682313984594,103.745902776137
"868E",1,10,"43699","Blk 298",1.34475341160997,103.746283074275
"868E",1,11,"28629","Blk 266",1.342682,103.744754
"868E",1,12,"28631","Opp Blk 288D",1.34053157728505,103.74418616294
"868E",1,13,"28641","Blk 284",1.33917889755759,103.746103205757
"868E",1,15,"28229","German Ctr",1.32536675242565,103.745931859184
"868E",1,18,"03222","Hub Synergy Pt",1.27397836925637,103.844895629224
"868E",1,19,"03111","Aft Capital Twr",1.2778259536079,103.848101171973
"868E",1,20,"03071","80 Robinson Rd",1.27990609626764,103.849400304245
"868E",1,21,"03031","Raffles Pl Stn Exit F",1.28207492207952,103.850860749251
"868E",1,23,"03011","Fullerton Sq",1.28561840945474,103.853422232464
"868E",1,24,"02111","Esplanade Bridge",1.29095592348389,103.854534194352
"868E",1,27,"02151","Suntec Convention Ctr",1.29317776320814,103.85784623004
"868E",1,28,"02161","Aft Promenade Stn Exit C",1.29268553508737,103.860931561882
"87",1,1,"67009","Sengkang Int",1.39178060381601,103.895884994361
"87",1,2,"67191","Blk 223D",1.38908889970693,103.897108812854
"87",1,3,"67201","Blk 206A",1.38669709800422,103.896288922469
"87",1,4,"67211","Ranggung Stn Exit A",1.38393828115359,103.897659176929
"87",1,5,"65019","The Rivervale",1.38151407829697,103.897492379194
"87",1,6,"64029","Opp Blk 458",1.37781617357511,103.896882838123
"87",1,7,"64429","Blk 412",1.37481689904602,103.895219567254
"87",1,8,"64381","Hougang Stn Exit C",1.37288245131287,103.891703849626
"87",1,9,"64391","Blk 831",1.37145414929063,103.889765739462
"87",1,10,"64549","Opp Hougang Ctrl Int",1.37139998302648,103.891709729783
"87",1,11,"64249","Blk 327",1.36809355475239,103.89589220749
"87",1,12,"64239","Opp Blk 316",1.36439805444874,103.896823490895
"87",1,13,"64209","Aft Defu Ave 1",1.36146974234447,103.894525048369
"87",1,14,"63071","Opp Blk 248",1.3597807263938,103.893324649388
"87",1,15,"63081","Opp Blk 241",1.3568307844677,103.892609498977
"87",1,16,"63091","Opp Blk 106",1.35385498086943,103.891470492263
"87",1,17,"63101","Opp Blk 169",1.35110728949265,103.890309843123
"87",1,18,"62231","BEF S'PORE GIRLS' HME",1.34771728070981,103.890293131928
"87",1,19,"62241","SBST Hougang Depot",1.34503285502097,103.89113604973
"87",1,20,"71051","Aft Kim Chuan Rd",1.34151105876514,103.891892503851
"87",1,21,"71061","Bef Airport Rd",1.33901443022109,103.895068541375
"87",1,22,"71071","Opp Comfort Driving Ctr",1.33638181561906,103.897855747665
"87",1,23,"71081","Eunos Technolink",1.33375855817569,103.900599850362
"87",1,24,"72059","Opp Kaki Bt Ind Est",1.33375833299433,103.904280000024
"87",1,25,"72049","Opp Blk 660A CP",1.33490332816583,103.907474607874
"87",1,26,"72039","KAKI BT STN EXIT A",1.33546648279458,103.909851146907
"87",1,27,"84709","Opp Blk 150",1.33644333039135,103.912425114688
"87",1,28,"84489","Opp Bedok Ind Pk C",1.33804722197723,103.916188332969
"87",1,29,"84459","Bet Blks 705/706",1.336324,103.918288
"87",1,30,"84539","BEDOK NTH STN EXIT B",1.3350342184363,103.9185175154
"87",1,31,"84361","Blk 547",1.32936638901809,103.924624999995
"87",1,32,"84309","Blk 423",1.32802803259661,103.926874046881
"87",1,33,"84009","Bedok Int",1.32453874317344,103.929038185158
"87",2,1,"84009","Bedok Int",1.32453874317344,103.929038185158
"87",2,2,"84301","Blk 41",1.32782140214678,103.92656628872
"87",2,3,"84369","Blk 45",1.329162,103.924608
"87",2,4,"84451","BEDOK NTH STN EXIT A",1.335644,103.918055
"87",2,5,"84481","Aft Bedok Ind Pk C",1.33753167256033,103.915328717434
"87",2,6,"84701","Blk 151",1.33601304352046,103.912142102057
"87",2,7,"72031","BEF KAKI BT STN EXIT B",1.33521859078695,103.909920311468
"87",2,8,"72041","Blk 660A CP",1.33470286981513,103.907434172652
"87",2,9,"72051","Kaki Bt Ind Est",1.33343973211343,103.904125162881
"87",2,10,"71089","Opp Eunos Technolink",1.33291479894363,103.900972149178
"87",2,11,"71079","Comfort Driving Ctr",1.33554558497215,103.89825312083
"87",2,12,"71069","Aft Airport Rd",1.3385251356058,103.895122586779
"87",2,13,"71059","Bef Kim Chuan Rd",1.34065465828861,103.891953728829
"87",2,14,"62249","Opp SBST Hougang Depot",1.34421563693504,103.891025569102
"87",2,15,"62239","OPP S'PORE GIRLS' HME",1.34763066655635,103.889988979464
"87",2,16,"63109","Blk 172",1.35081444397072,103.889844167028
"87",2,17,"63099","Blk 106",1.35357948490597,103.890974109688
"87",2,18,"63089","Blk 241",1.35653228525134,103.892134972443
"87",2,19,"63079","Blk 248",1.35978917315442,103.892960176697
"87",2,20,"64201","Aft Hougang Ave 3",1.36172833297814,103.894207777993
"87",2,21,"64231","Blk 316",1.36479332441286,103.89685012026
"87",2,22,"64241","Blk 308",1.36712666702422,103.896417222031
"87",2,23,"64541","Hougang Ctrl Int",1.37122666703205,103.89261000001
"87",2,24,"64397","Block 513",1.371948,103.890003
"87",2,25,"64389","Blk 522",1.37313809346006,103.891568183885
"87",2,26,"64421","Blk 421",1.37505042808455,103.895118292295
"87",2,27,"64021","Blk 458",1.37788950153352,103.896638453773
"87",2,28,"65011","Opp The Rivervale",1.38159696830765,103.897209517833
"87",2,29,"67219","Ranggung Stn Exit B",1.38368835333684,103.897513660613
"87",2,30,"67209","Blk 203",1.38690839585967,103.896181018132
"87",2,31,"67199","Opp Blk 223D",1.3889487081629,103.896891651336
"87",2,32,"67009","Sengkang Int",1.39178060381601,103.895884994361
"870",1,1,"29009","Jurong Town Hall Int",1.330212,103.7433
"870",1,2,"28441","Seventh-Day Advent Ch",1.33576638902918,103.738849166981
"870",1,3,"28311","Blk 209",1.33825277511898,103.741083519052
"870",1,4,"28621","Blk 241",1.342172,103.744076
"870",1,5,"43691","Blk 190",1.34490189049397,103.746055670605
"870",1,6,"43379","Blk 185",1.34716553724092,103.745186626942
"870",1,7,"43329","Blk 146",1.34976204246765,103.744839981484
"870",1,8,"43531","Blk 140",1.35154868659228,103.743776336056
"870",1,9,"43341","Princess E Pr Sch",1.34972199038423,103.741393036695
"870",1,10,"40381","Blk 111",1.35636,103.73427
"870",1,11,"40391","Blk 231B",1.359258,103.733186
"870",1,12,"43769","Dulwich Coll/Blk 445",1.35151426989451,103.737815654662
"870",1,13,"43349","Opp Princess E Pr Sch",1.34989138902216,103.740737500022
"870",1,14,"43539","Opp Blk 140",1.35142277800259,103.743368611031
"870",1,15,"43321","Opp Blk 144",1.34990599565613,103.745108842871
"870",1,16,"43371","Blk 109",1.34682313984594,103.745902776137
"870",1,17,"43699","Blk 298",1.34475341160997,103.746283074275
"870",1,18,"28629","Blk 266",1.342682,103.744754
"870",1,19,"28319","Blk 207",1.33862623918679,103.741733137345
"870",1,20,"28449","Bef Seventh-Day Advent Ch",1.33618166701348,103.73944500003
"870",1,21,"28211","Bef Jurong East Stn",1.33418677275445,103.740706807003
"870",1,22,"29009","Jurong Town Hall Int",1.330212,103.7433
"870A",1,1,"29009","Jurong Town Hall Int",1.330212,103.7433
"870A",1,2,"28441","Seventh-Day Advent Ch",1.33576638902918,103.738849166981
"870A",1,3,"28311","Blk 209",1.33825277511898,103.741083519052
"870A",1,4,"28621","Blk 241",1.342172,103.744076
"870A",1,5,"43691","Blk 190",1.34490189049397,103.746055670605
"870A",1,6,"43379","Blk 185",1.34716553724092,103.745186626942
"870A",1,7,"43329","Blk 146",1.34976204246765,103.744839981484
"870A",1,8,"43531","Blk 140",1.35154868659228,103.743776336056
"870A",1,9,"43341","Princess E Pr Sch",1.34972199038423,103.741393036695
"870A",1,10,"40381","Blk 111",1.35636,103.73427
"870A",1,11,"40391","Blk 231B",1.359258,103.733186
"88",1,1,"77009","Pasir Ris Int",1.373564,103.950478
"88",1,2,"77191","Blk 500A",1.37654807606486,103.946028159966
"88",1,3,"77201","Pasir Ris Elias CC",1.37864001176536,103.942763502479
"88",1,4,"77211","Blk 626",1.37999169580419,103.94094544562
"88",1,5,"77251","Blk 713",1.38223834152443,103.938644336881
"88",1,6,"77261","Blk 717",1.38285811735056,103.936158755905
"88",1,7,"77271","Aft Pasir Ris St 72",1.38058998439068,103.934961383762
"88",1,8,"77331","Blk 747A",1.3782973982979,103.933387647578
"88",1,9,"65191","Bef Punggol Rd",1.39527356921611,103.90539999997
"88",1,10,"65069","Blk 190C",1.39504382175966,103.902368248585
"88",1,11,"65059","St. Anne's Ch",1.39269,103.901269
"88",1,12,"65049","Blk 126A",1.38993499998792,103.901871666986
"88",1,13,"65039","Blk 124",1.38732058981564,103.901855679507
"88",1,14,"65029","Blk 111",1.38461500003195,103.900615832983
"88",1,15,"65019","The Rivervale",1.38151407829697,103.897492379194
"88",1,16,"64029","Opp Blk 458",1.37781617357511,103.896882838123
"88",1,17,"64039","Blk 434",1.37668753222312,103.893937612181
"88",1,18,"64369","Blk 532",1.376302,103.891097
"88",1,19,"64359","Montfort Sch",1.37528677811119,103.889187607764
"88",1,20,"64349","Blk 502",1.37291834719604,103.88673982858
"88",1,21,"64411","Blk 670",1.37353273194871,103.885034062001
"88",1,22,"64601","Blk 919",1.37548640364406,103.884586672999
"88",1,23,"64611","Blk 913",1.37837333826782,103.884459230031
"88",1,24,"66499","Blk 911",1.37912306945844,103.8832693302
"88",1,25,"66489","Blk 969",1.37889334025536,103.878979943168
"88",1,26,"66479","Aft Yio Chu Kang Rd",1.37863834733323,103.8743028848
"88",1,27,"66459","Opp Ang Mo Kio Linear Pk",1.37848946701219,103.870750919538
"88",1,28,"54659","Techplace 2",1.37834008020794,103.866862740448
"88",1,29,"54509","Aft Blk 5000",1.37758835823729,103.862570497803
"88",1,30,"54499","Bef CTE",1.37700806651463,103.860553554224
"88",1,31,"54489","Opp Ite Coll Ctrl",1.375675,103.855423
"88",1,32,"54579","Blk 540",1.37487817367914,103.85483080979
"88",1,33,"54589","Blk 555",1.37173441613541,103.856718939417
"88",1,34,"54289","Blk 452",1.369149,103.855987
"88",1,35,"54279","Blk 427",1.36968919033429,103.854047605502
"88",1,36,"54269","Opp Ang Mo Kio Stn",1.36921006543476,103.851118935716
"88",1,37,"54248","Blk 324",1.36875490594243,103.846610069673
"88",1,38,"54019","Blk 307A",1.36618666697727,103.844183333027
"88",1,39,"53169","Blk 254",1.362165,103.842512
"88",1,40,"53379","Blk 245",1.36018670154842,103.843860207135
"88",1,41,"53389","Opp Bishan Nth Shop Mall",1.35804473736933,103.845169338808
"88",1,42,"53399","Blk 202",1.35464002820911,103.847016324944
"88",1,43,"53231","BISHAN STN",1.35089997844732,103.847979878942
"88",1,44,"53211","Opp Raffles Instn",1.34707169454274,103.847126723253
"88",1,45,"52021","OPP BLK 1004",1.34431313758435,103.847660881395
"88",1,46,"52031","OPP BLK 998",1.34404852974216,103.850261556313
"88",1,47,"52361","Blk 1",1.33974408909931,103.852981216076
"88",1,48,"52279","Blk 56",1.33702420555118,103.849929571129
"88",1,49,"52269","Blk 73",1.33404239936331,103.851474523566
"88",1,50,"52501","Toa Payoh Swim Cplx",1.33090220918791,103.850117628898
"88",1,51,"52009","Toa Payoh Int",1.33202083385749,103.846927635249
"88",2,1,"52009","Toa Payoh Int",1.33202083385749,103.846927635249
"88",2,2,"52509","Opp Toa Payoh Swim Cplx",1.33115712303762,103.850176334347
"88",2,3,"52261","Opp Blk 73",1.33403167346972,103.851281404484
"88",2,4,"52271","Jackson Sq",1.33683113907107,103.849747180924
"88",2,5,"52369","Blk 237",1.34001833298065,103.852733332999
"88",2,6,"52039","Aft Muhajirin Mque",1.34333817728421,103.851303100243
"88",2,7,"53219","Raffles Instn",1.34606111102286,103.84658361103
"88",2,8,"53239","OPP BISHAN STN",1.351,103.847641
"88",2,9,"53391","Opp Blk 203",1.35444291744538,103.846963203253
"88",2,10,"53381","Bishan Nth Shop Mall",1.35830432828214,103.844962120093
"88",2,11,"53371","Blk 257",1.35994333341045,103.843795683104
"88",2,12,"53161","Opp Blk 254",1.362208,103.842055
"88",2,13,"54011","Blk 207",1.36567044820875,103.843410424821
"88",2,14,"54241","Blk 700B",1.36913518643274,103.846180058275
"88",2,15,"54261","Aft Ang Mo Kio Stn Exit A",1.36946941916508,103.850754544956
"88",2,16,"54271","Blk 586",1.36996326781056,103.85356664656
"88",2,17,"54281","Blk 570",1.369694,103.855165
"88",2,18,"54581","Blk 574",1.37105833303092,103.856658333023
"88",2,19,"54571","Blk 532",1.37425472964633,103.854919337522
"88",2,20,"54481","Ite Coll Ctrl",1.37599497932237,103.855765341723
"88",2,21,"54491","Aft CTE",1.37717165299187,103.860103232653
"88",2,22,"54501","Opp AMK Ind Pk 2",1.37787138898682,103.862663055981
"88",2,23,"54651","Opp Techplace 2",1.37854275740549,103.865518618313
"88",2,24,"66451","Aft AMK Ind Pk 2",1.37872496881803,103.868543618745
"88",2,25,"66461","Ang Mo Kio Linear Pk",1.37889000002038,103.871280278002
"88",2,26,"66471","Bef Yio Chu Kang Rd",1.37895833299995,103.874360555966
"88",2,27,"66481","Opp Blk 968",1.3791866640778,103.878309621356
"88",2,28,"66491","Opp Blk 910",1.37936944398935,103.88260194402
"88",2,29,"64619","Opp Blk 913",1.37809338718149,103.884680271147
"88",2,30,"64609","Blk 687",1.37595638900393,103.884701388976
"88",2,31,"64419","Blk 681",1.37339164793235,103.885218548594
"88",2,32,"64341","Bef Blk 683",1.3729130421635,103.88633750748
